Date,AAPL,AMZN,GOOGL,MSFT,TSLA,NVDA,META
6/16/2020,$88.02 ,$130.76 ,$72.32 ,$193.57 ,$65.48 ,$9.07 ,$235.65 
6/15/2020,$85.75 ,$128.63 ,$71.04 ,$188.94 ,$66.06 ,$9.17 ,$232.50 
6/12/2020,$84.70 ,$127.25 ,$70.65 ,$187.74 ,$62.35 ,$8.93 ,$228.58 
6/11/2020,$83.98 ,$127.90 ,$70.10 ,$186.27 ,$64.86 ,$8.80 ,$224.43 
6/10/2020,$88.21 ,$132.37 ,$73.24 ,$196.84 ,$68.34 ,$9.37 ,$236.73 
6/9/2020,$86.00 ,$130.04 ,$72.60 ,$189.80 ,$62.71 ,$9.05 ,$238.67 
6/8/2020,$83.37 ,$126.20 ,$72.40 ,$188.36 ,$63.33 ,$8.81 ,$231.40 
6/5/2020,$82.88 ,$124.15 ,$72.00 ,$187.20 ,$59.04 ,$8.92 ,$230.77 
6/4/2020,$80.58 ,$123.03 ,$70.72 ,$182.92 ,$57.63 ,$8.77 ,$226.29 
6/3/2020,$81.28 ,$123.92 ,$71.96 ,$185.36 ,$58.86 ,$8.77 ,$230.16 
