Date,cumulative_return
2022-02-22,2.7304150449888995
2022-02-23,2.6131876569926864
2022-02-24,2.7647419734552834
2022-02-25,2.811236980550432
2022-02-28,2.8439131430516835
2022-03-01,2.7448662880831276
2022-03-02,2.828408454703903
2022-03-03,2.7688859596066355
2022-03-04,2.684291424453344
2022-03-07,2.507512971710817
2022-03-08,2.5254945117918783
2022-03-09,2.694413939780942
2022-03-10,2.650859294959181
2022-03-11,2.582757401298781
2022-03-14,2.493707427174548
2022-03-15,2.676480627209091
2022-03-16,2.8476670948644482
2022-03-17,2.8812609660929884
2022-03-18,3.0665382856203043
2022-03-21,3.0994814782429043
2022-03-22,3.090039889942037
2022-03-23,2.9975567931531266
2022-03-24,3.2710398607737026
2022-03-25,3.2226020495411842
2022-03-28,3.2895379165745564
2022-03-29,3.3403462279082308
2022-03-30,3.235641455588452
2022-03-31,3.1882827566639
2022-04-01,3.127113015389716
2022-04-04,3.2069307871156143
2022-04-05,3.045402709321354
2022-04-06,2.875135466955794
2022-04-07,2.85517127170769
2022-04-08,2.733112193443592
2022-04-11,2.5953266207935424
2022-04-12,2.5527166635646954
2022-04-13,2.634034881565726
2022-04-14,2.52475655151803
2022-04-18,2.5826997748463065
2022-04-19,2.6322660225138232
2022-04-20,2.5493987930095563
2022-04-21,2.4114787024287616
2022-04-22,2.335903194434856
2022-04-25,2.37747502626236
2022-04-26,2.2410735693612236
2022-04-27,2.2012345090568854
2022-04-28,2.3538896746003717
2022-04-29,2.215531464951498
2022-05-02,2.3254525251741383
2022-05-03,2.334810389557149
2022-05-04,2.4231597011128683
2022-05-05,2.2468150163315608
2022-05-06,2.2290660677877288
2022-05-09,2.0295762569867484
2022-05-10,2.1033836935052697
2022-05-11,1.9855943418256095
2022-05-12,1.9333233285626255
2022-05-13,2.107151178795389
2022-05-16,2.0525010214761648
2022-05-17,2.158821366328417
2022-05-18,2.012894047717234
2022-05-19,2.029779904562124
2022-05-20,1.978547038953402
2022-05-23,2.006538275229616
2022-05-24,1.9181595588997766
2022-05-25,2.0116059244956097
2022-05-26,2.1135649136260453
2022-05-27,2.2274133163956114
2022-05-31,2.211556060541421
2022-06-01,2.1717115138388223
2022-06-02,2.3145336500061946
2022-06-03,2.208189669510672
2022-06-06,2.217658698297012
2022-06-07,2.2349168856403425
2022-06-08,2.205318293847455
2022-06-09,2.1359122311792627
2022-06-10,2.0127841360537877
2022-06-13,1.8608197468813181
2022-06-14,1.8837288344268721
2022-06-15,1.9643370921742913
2022-06-16,1.8532921182073592
2022-06-17,1.8858918980161388
2022-06-21,1.9704349110621202
2022-06-22,1.947012241120516
2022-06-23,1.9347576753980773
2022-06-24,2.038220443620686
2022-06-27,2.009806877227262
2022-06-28,1.9063507707298992
2022-06-29,1.8585271274885142
2022-06-30,1.814182515063112
2022-07-01,1.7468328179070618
2022-07-05,1.7984309571172712
2022-07-06,1.8175227677617078
2022-07-07,1.9034481670985517
2022-07-08,1.9035840753570084
2022-07-11,1.8218686125467864
2022-07-12,1.814464199320677
2022-07-13,1.824178861234913
2022-07-14,1.8494720127630713
2022-07-15,1.8938021380560877
2022-07-18,1.92913614445072
2022-07-19,2.030390535559728
2022-07-20,2.1216278818480414
2022-07-21,2.1572724840470126
2022-07-22,2.07711538303298
2022-07-25,2.042459422997755
2022-07-26,1.9852085059162263
2022-07-27,2.1311473732989903
2022-07-28,2.1540694545639014
2022-07-29,2.1821100805569285
2022-08-01,2.2120860512967693
2022-08-02,2.221808194646937
2022-08-03,2.26739184154414
2022-08-04,2.3035746082346167
2022-08-05,2.2722831206050746
2022-08-08,2.141916733000381
2022-08-09,2.0632187294766777
2022-08-10,2.1800739967166556
2022-08-11,2.159835262182516
2022-08-12,2.2504759497128264
2022-08-15,2.288923147796586
2022-08-16,2.2716058661161926
2022-08-17,2.21275461208725
2022-08-18,2.2594059355259475
2022-08-19,2.1550681823402478
2022-08-22,2.0605158322734702
2022-08-23,2.078609622009433
2022-08-24,2.083381464477712
2022-08-25,2.1606904805559095
2022-08-26,1.9730717010969623
2022-08-29,1.9200139683507222
2022-08-30,1.880158015216773
2022-08-31,1.836547829958872
2022-09-01,1.7099782765773612
2022-09-02,1.6747542952090793
2022-09-06,1.654948255679428
2022-09-07,1.6847266103108767
2022-09-08,1.7164868102791526
2022-09-09,1.7651968236694506
2022-09-12,1.7831534998651475
2022-09-13,1.6206438996486967
2022-09-14,1.623672350150537
2022-09-15,1.5998182431381092
2022-09-16,1.6292494320634785
2022-09-19,1.6527490860584466
2022-09-20,1.6315169356607988
2022-09-21,1.6372263072599238
2022-09-22,1.5554586138247573
2022-09-23,1.5469964160008094
2022-09-26,1.514703201724771
2022-09-27,1.5369686461837977
2022-09-28,1.5741937902131367
2022-09-29,1.5076201919702739
2022-09-30,1.4956751057151068
2022-10-03,1.534576024722499
2022-10-04,1.6120040412109666
2022-10-05,1.6144867470078186
2022-10-06,1.6043474188473215
2022-10-07,1.4806360219529693
2022-10-10,1.4350403492794253
2022-10-11,1.4237327539507758
2022-10-12,1.4135196376630303
2022-10-13,1.4685448689265461
2022-10-14,1.3802628619438866
2022-10-17,1.4598838740045126
2022-10-18,1.4697443845935592
2022-10-19,1.4792185701151357
2022-10-20,1.4908357618621342
2022-10-21,1.5260553778302643
2022-10-24,1.5408227290111
2022-10-25,1.618952618913801
2022-10-26,1.5779339192472184
2022-10-27,1.6067698774551595
2022-10-28,1.6860666348345705
2022-10-31,1.6478338427871346
2022-11-01,1.6508749541301946
2022-11-02,1.6086253036810643
2022-11-03,1.627378101178268
2022-11-04,1.7064881596658292
2022-11-07,1.7189032645542957
2022-11-08,1.7501599699871953
2022-11-09,1.652880916838945
2022-11-10,1.8802195836915108
2022-11-11,1.9470957250294076
